lan,text
kr,"""그럴지도 모르죠."" 사장이 말했다. ""하지만 더 중요한 것은 큰 돌을 먼저 넣어야 한다는 것이죠."""
kr,그런데도 아무도 나를 좋아하지 않아.'
kr,그러면 당신이 자고 있는 동안 당신의 무의식적인 정신이 이 정보에 대해 생각하고 당신은 의미있는 꿈을 꿀 지도 모른다.
kr,"그러나, 많은 과학자들은 개구리가 멸종 위기에 처해있다고 보고하고 있다."
kr,그러나 만약에 고양이에 관한 꿈을 꾼다면 운이 없을 것이다.
kr,그러나 그들이 보는 첫번째 것이 사람이거나 혹은 물체이더라도 그들은 이것을 그들의 어미라고 생각을 할 것이다.
kr,거기에서 그들은 말하는 것을 배웠다.
kr,"무엇보다도, 그 로켓 자체는 주변 사람들뿐만 아니라 사용자도 위험에 처하게 했기 때문에 안전하지 않았다."
kr,예술가들과 컴퓨터 전문가들은 이 파트너일 것 같지 않은 파트너를 위해 20년 이상 열심히 노력해 왔다.
kr,첫번째로 우리는 여행을 위한 모든 경비를 벌어야만 한다.
kr,난 많은 돈을 벌 수 있기를 희망한다.
kr,편안한 장면을 생각한 사람들은 일반적인 경우보다 몇 분 먼저 잠이 들었다.
kr,"즉, 아마도 더 중요하게는, 당신이 그 다음에 무엇을 볼 것인지를 누가 결정하는가?"
kr,한국 민속촌은 살아있는 박물관 역할을 하게 될 것이다.
kr,그 다이아몬드는 실제로 거대한 별이 연소되고 나서 지구만한 크기로 줄어든 것이다.
kr,"예, 여기에 있어요."
kr,인도에서는 아기 코끼리들의 다리 하나를 나무에 줄로 묶어 놓는 것으로 그들을 길들인다.
kr,아프가니스탄의 여성들은 부르카를 벗어 던지고 있다.
kr,나는 무언가 쓸 거리가 생길 때까지 기다렸어.
kr,이러한 꿈들은 신선한 아이디어가 나오게 할 수 있다.
kr,"후에는 ‘용감한 소년’이라든가 ‘착한 소녀’와 같은 끊임없는 암시들을 부모, 친척, 그리고 선생님들로부터 받게된다."
kr,저는 스키와 스케이트를 좋아하지만 스키를 더 좋아합니다.
kr,달걀은 새 삶을 의미한다.
kr,당신은 치통에 시달릴 것이다.
kr,이와 같은 솔직한 토론은 인터넷의 익명성이 갖는 하나의 이점이다.
kr,그들의 집은 학교에서 멀리 떨어져 있다.
kr,멕시코의 피라미드와 그 내부의 조각들은 외계 문명의 작품으로 간주된다.
kr,또 다른 식물들은 자신을 찾기 힘들게 만듦으로써 안전하게 지낸다.
kr,"만일 새 옷을 원한다면, 정확한 사이즈를 측정하기 위해 레이저가 당신의 몸을 스캔할 것이다."
kr,"그리고 나서 그는 물었다, ""가득 찼습니까?"""
kr,그것은 사실이 아니다.
kr,"여성인권운동 덕택에, 여성을 차별하는 단어들은 대부분의 언론매체에서 대체되어왔다."
kr,그러나 과학자들은 각각의 석상이 약 1년 정도 안에 인간에 의해 만들어질 수 있다고 결론지었다.
kr,아기가 모유를 먹으면 다이옥신은 그 아기의 몸에 들어간다.
kr,나는 그 여자가 그 나무를 들고서 그 구획을 돌아다니는 것을 바라보았는데 그가 그 나무를 제쳐놓는 것을 보고는 도저히 내눈을 믿을 수가 없었다.
kr,신문 사진기자는 항상 빨리 움직여야 한다.
kr,"루이 14세는 왕이었음에도 불구하고, 작은 키 때문에 불만스러웠다."
kr,"그러나 수천 년 전에, 중국인들은 바늘을 사용하여 통증을 없애는 방법을 개발했다."
kr,긁는 것은 원숭이들 사이에서 습관이다.
kr,당신은 그러한 꿈들을 위해 준비해야 한다.
kr,"그러나 많은 과학자들은 그 조각들은 단순히 종교적인 형상이고, 피라미드도 죽은 사람들이 매장된 잘 만들어진 돌무덤일 뿐이라고 말한다."
kr,코끼리들처럼 우리도 우리 자신을 자신의 끈으로 묶는다.
kr,여러분은 나에게 어려운 수학 문제를 풀게 할 수 있습니다.
kr,이 언어를 사용함으로써 우리는 다른 언어를 말하는 사람들과 얘기할 수 있고 그들을 보다 잘 이해할 수 있다.
kr,나찌의 주요 희생자는 유태인이었다.
kr,7시 직전에 배관공 한명이 도착했다.
kr,"때때로 멍멍거리거나, 야옹하거나, 음매하려고 하는 것 같은 소리를 내기도 한다."
kr,최근에는 허블 우주 망원경이 그 다이아몬드별의 사진을 찍었다.
kr,그리고 밖에 나가서 토마토를 팔기 시작했다.
kr,그는 늑대들이 그 근처에 자주 돌아다닌다는 것을 알았다.
kr,무엇이 잘못 되었는지 찾아내고 고치려고 노력해야 한다.
kr,그는 낡은 신발을 신고 다녔다.
kr,우리는 음식을 만들고 설거지하는 것을 좋아한다.
kr,그 당시에 나는 존슨이 쓴 ‘영국의 새’란 오래된 책을 찾고 있었다.
kr,그는 파일럿이 되기를 원했다.
kr,개 한 마리가 그 소년들과 놀고 있다.
kr,그리고 나서 그는 단지 안에 모래를 부었다. 그러자 그것은 돌멩이들 사이의 공간을 가득 채웠다.
kr,라마단은 극기를 실천하고 신에 대한 헌신을 나타내는 시기로 여겨진다.
kr,당신이 고대 페루에서 수술을 받게 된다고 가정해 보라.
kr,가능한 한 싸움을 피해라.
kr,매년 할로윈 때면 미국인들은 창문에 호박을 놓아둔다.
kr,전세계 직업의 40%를 수백만명의 여성이 차지하고 있다.
kr,현재로선 온라인 상에서 구입하는 물건들은 대부분 기성품들이다.
kr,때때로 그녀는 점심식사를 하기 위해 집으로 가기도 하고 친구들과 함께 시내에서 점심을 먹기도 한다.
kr,한 사장이 그의 직원들에게 시간 관리에 대해 얘기하고 있었다.
kr,카풀을 이용하는 사람도 있었다.
kr,어떤 때는 그것들을 뽑아야 한다.
kr,"그의 아들이 학교에 들어갔을 때, 김씨는 그 아이에게 읽고 쓰는 방법을 가르쳐 주기로 결심했다."
kr,"어떤 사람들은 운동을 하고, 어떤 사람들은 박물관이나 공원 같은 재미있는 곳을 찾아 가기를 즐긴다."
kr,"이러한 사실을 알고 있기 때문에, 대부분의 후보자들은 그들을 도와 줄 이미지 전문가들을 고용한다."
kr,여행은 흥미롭다.
kr,"이런 일의 대가로 여성은 남성의 절반 정도 밖에 급료를 받지 못하고 있으며, 물론 가사 노동에 대가는 전혀 없는 상태이다."
kr,사람들이 그들의 말을 이해하는 것은 쉽지 않지만 내 누이와 나는 그들의 말을 이해할 수 있다.
kr,"오른손 엄지손가락, 검지, 중지를 사용하여 음식을 먹는 것이 바른 예절로 여겨진다."
kr,몇몇 고대 유럽종교에는 12명의 선한 신과 한 명의 악한 신이 있었는데 그 악한 신을 13번째 신이라 불렀다.
kr,각각의 방법은 학습 기간을 단축시켜 줄 수 있다고 주장한다.
kr,"열심히 일했기에, 그의 이익은 빨리 늘어났다."
kr,교장선생님은 몇 학급을 둘러보다가 특히 한 학급에서 일으키는 소란에 화가 났다.
kr,나는 오늘 아침 사고난 것을 보았다.
kr,그는 그들에게 말하였다.
kr,때때로 달걀은 나무에 걸기도 한다.
kr,그는 다른 학생들보다 키가 크고 제일 떠드는 것 같이 보이는 한 소년을 보았다.
kr,1984년 8월 20일.
kr,그것은 부엌에서 유용한 것입니다.
kr,라디오를 들으면 우리 도시가 더러운 공기 때문에 죽어 가고 있다는 소리를 듣게 된다.
kr,저는 요리하는 것은 마치 그림을 그리는 것과 같은 창조 행위라고 설명해 드렸어요.
kr,"대리 학생들은 그 곳에서 하루 종일 지내야하고, 모든 정규 수업을 받아야 한다."
kr,그들은 도살장으로 끌려가는 양과 같다.
kr,단지 지진이 일어나서 땅에서 감자를 떨어내기를 기다리고 있소.
kr,"현미경을 통해 먼지를 볼 때, 우리는 세균을 볼 수 있다."
kr,대체로 암컷새들이 노래를 가장 많이 하는 수컷새들을 짝으로 선택한다는 것은 흥미로운 일이다.
kr,그러나 그 때 그 개는 일어서서 멀리 가 버렸다.
kr,미국에서의 연구 또한 웃음이 우리에게 좋다는 것을 보여준다.
kr,이 유행에 가담하지 않는 사람들은 종종 다른 사람들에게 비난을 받는다.
kr,하지만 나는 창문은 항상 혼자 닦는다.
kr,오늘날 점점 더 많은 사람들이 도시에서 살고 있다.
kr,검은 구름이 하늘에서 모이기 시작했다.
kr,그러면 기회비용은 쇼핑하러 가는 것이다.
kr,어머니께서는 키스해 주셨어요.
kr,먹을 것이 있으면 자신만이 아는 장소에 몰래 감추고 남이 그 장소를 모르게 한다.
kr,"흥분은 사라져버리고, 그 나라를 부정적인 시각으로 보게된다."
kr,그러죠. 우리 함께 해 봅시다.
kr,하지만 저 여자가 마음을 바꾸기 전에 우리가 가지게 되어서 좀 양심에 좀 꺼려지긴 하네요.라고 말했다.
kr,그는 이 포도나무는 주스가 나오는 열매를 맺을 것이오.
kr,그는 늙으신 어머니를 모시고 살았다.
kr,날씨는 더 이상 춥지 않고 따뜻할 것이다.
kr,"유명한 과학자, 발명가, 작가, 음악가들은 모두 그들의 최고의 작품 중 일부는 처음에 꿈을 통해 영감을 얻었다는 것을 인정했다."
kr,세종대왕은 한국의 알파벳인 한글을 만드셨다.
kr,이들 영화 배우들은 모든 사람들에게 매우 특별한 대우를 받는다.
kr,오늘날 그들은 북아메리카의 거의 모든 곳에서 찾아 볼 수 있다.
kr,그들은 앞쪽에 앉았다.
kr,몇 년 후 그는 부유해졌다.
kr,"그들은 서로 지원하고, 그들의 일에 자부심을 가지며, 쾌적한 근로환경을 장려한다."
kr,이러한 것들은 모두 포유동물들이 꿈을 꾸고 있다는 신호이다.
kr,그 사람이 며칠 전에 우리집 정원을 보여달라고 부탁을 했었거든.
kr,마우스를 클릭하면 그들은 얼마나 많은 숲이 베어졌고 불태워졌는지 그리고 어느 지역에서 벌어졌는지 알아 낼 수 있다.
kr,절대 다른 사람의 감정을 상하게 하지 말아라.
kr,현명한 사람만 사랑니를 가질 수 있다.
kr,"그녀는 ""실례합니다만, 시간을 아시나요?""라고 물었다."
kr,"그리고 그것은 더 흥미롭고, 더 진지하고, 그리고 더 중요한 주제에 관한 대화로 이끌 수 있다."
kr,우리 도시 지역의 인구 밀도가 계속 증가할 수록 이런 형태의 문제 또한 증가할 것이다.
kr,"많은 외국 사람들은 옛날 사람들의 생활, 주택과 풍물을 보여 주는 한국 민속촌을 방문한다."
kr,"세균이 과일 속으로 들어가면, 그 과일은 상한다."
kr,그는 선물로 매우 기뻤다.
kr,"아버지께서는 만족하시지 않았지만 ""안돼""라고 말씀하시지는 않았어요."
kr,당신은 당신의 인생을 보다 낫고 즐겁게 만들기 위해서 새로운 신념을 키워나가기로 마음먹을 수 있는 것이다.
kr,"사람들은 그들이 누구인지 아무도 모르기 때문에 사이버 공간에서 무례해지거나, 폭력적이 되거나, 파렴치해진다."
kr,그 관행은 전세계적으로 많은 도시에서 인기를 얻고 있다.
kr,테드 월리엄스는 미국 야구 역사상 가장 위대한 타자 중 한 명이다.
kr,이 탁자 옮기는 것 좀 도와주시겠어요?
kr,그래서 그는 키가 커 보이기 위해 자신의 신발 굽을 높였고 부유한 귀족들과 숙녀들도 그런 신발을 신기 시작했다.
kr,그러나 이 여성들이 자유롭게 되는 것은 시간 문제이다.
kr,그리고나서 그녀는 책상으로 돌아와서 타자를 치기 시작한다.
kr,러닝화를 신더라도 우리는 곰보다 더 빨리 달릴 수 없어.
kr,"미국에서는 사람들이 말하길, 만약에 개가 나타나는 꿈을 꾼다면 운이 좋을 것이라고 한다."
kr,때때로 그는 일요일에도 일하러 간다.
kr,"그는 침대에서 뛰어나와, 옷을 입고 가능한 한 빨리 정거장으로 달려갔다."
kr,"깨닫지 못할 수도 있지만, 당신은 매일 기회비용을 생각한다."
kr,물론 부모님도 계신다.
kr,그 자신을 봄으로써!
kr,이것은 주로 그들의 어미이다.
kr,1924년에 미국은 동유럽과 지중해연안 출신의 사람들은 그다지 우수하지 않기 때문에 그 나라에 입국할 수 없다고 명시된 법률을 통과시켰다.
kr,"“너 뭐하고 있는 거야?"" 그녀의 친구가 물었다."
kr,그녀는 소와 닭을 돌보았다.
kr,인간만이 꿈을 꾸는 유일한 생물은 아닌 듯 하다.
kr,저의 몇몇 친구들이 그 캠프에 대해 저에게 이야기했으며 저는 캠프에 참가하는 것에 관심이 매우 많습니다.
kr,2002년 월드컵에서 많은 선수들이 이 최대의 스포츠 무대를 이용하여 매우 흥미로운 헤어스타일을 선보였다.
kr,때때로 그는 영화를 위해서 새로운 것들을 배운다.
kr,"나중에 케네디는 존슨이 그에게 다음과 같이 말했다고 전했다. “당신이 오하이오주에서는 지고 있으나 펜실베니아주에서는 우리가 잘하고 있습니다."""
kr,과학자들은 북극곰들이 직면한 위협은 지구 온난화에 의한 것이라고 말한다.
kr,반면에 대부분의 한국인들은 질문에 대답할 때 간접적이다.
kr,그는 부모님이 안 계시고 가난한 할아버지하고 같이 살고 있어.
kr,여행은 재미있다.
kr,그들은 코트를 남겨두고 걷기 시작했다.
kr,심지어 어느 영화관들은 줄거리와 어울리는 냄새를 사용하여 관객들이 영화를 보다 더 즐겁게 볼 수 있도록 하기도 한다.
kr,"사람들은 먹어야 하지만, 문화는 우리에게 무엇을 먹는가와 언제 먹는가를 가르쳐 준다."
kr,나의 어머니와 아버지는 어렸을 때 귀먹은 아이들을 위한 학교에 다니셨다.
kr,"환경의 무엇인가가 잘못되면, 개구리는 영향을 받게 되는 최초의 생물이다."
